fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,,Counter
6.5,0.46,0.14,2.4,0.114,9,37,0.99732,3.66,0.65,9.8,5,6.50.460.142.40.1149370.997323.660.659.85,2
6.5,0.51,0.15,3,0.064,12,27,0.9929,3.33,0.59,12.8,6,6.50.510.1530.06412270.99293.330.5912.86,1
6.5,0.52,0.11,1.8,0.073,13,38,0.9955,3.34,0.52,9.3,5,6.50.520.111.80.07313380.99553.340.529.35,1
6.5,0.53,0.06,2,0.063,29,44,0.99489,3.38,0.83,10.3,6,6.50.530.0620.06329440.994893.380.8310.36,2
6.5,0.53,0.06,2,0.063,29,44,0.99489,3.38,0.83,10.3,6,6.50.530.0620.06329440.994893.380.8310.36,2
6.5,0.58,0,2.2,0.096,3,13,0.99557,3.62,0.62,11.5,4,6.50.5802.20.0963130.995573.620.6211.54,1
6.5,0.61,0,2.2,0.095,48,59,0.99541,3.61,0.7,11.5,6,6.50.6102.20.09548590.995413.610.711.56,1
6.5,0.615,0,1.9,0.065,9,18,0.9972,3.46,0.65,9.2,5,6.50.61501.90.0659180.99723.460.659.25,1
6.5,0.63,0.33,1.8,0.059,16,28,0.99531,3.36,0.64,10.1,6,6.50.630.331.80.05916280.995313.360.6410.16,1
6.5,0.67,0,4.3,0.057,11,20,0.99488,3.45,0.56,11.8,4,6.50.6704.30.05711200.994883.450.5611.84,1
6.5,0.88,0.03,5.6,0.079,23,47,0.99572,3.58,0.5,11.2,4,6.50.880.035.60.07923470.995723.580.511.24,1
6.5,0.885,0,2.3,0.166,6,12,0.99551,3.56,0.51,10.8,5,6.50.88502.30.1666120.995513.560.5110.85,1
6.5,0.9,0,1.6,0.052,9,17,0.99467,3.5,0.63,10.9,6,6.50.901.60.0529170.994673.50.6310.96,1
6.6,0.39,0.49,1.7,0.07,23,149,0.9922,3.12,0.5,11.5,6,6.60.390.491.70.07231490.99223.120.511.56,1
6.6,0.44,0.09,2.2,0.063,9,18,0.99444,3.42,0.69,11.3,6,6.60.440.092.20.0639180.994443.420.6911.36,1
6.6,0.44,0.15,2.1,0.076,22,53,0.9957,3.32,0.62,9.3,5,6.60.440.152.10.07622530.99573.320.629.35,1
6.6,0.5,0.01,1.5,0.06,17,26,0.9952,3.4,0.58,9.8,6,6.60.50.011.50.0617260.99523.40.589.86,1
6.6,0.5,0.04,2.1,0.068,6,14,0.9955,3.39,0.64,9.4,6,6.60.50.042.10.0686140.99553.390.649.46,1
6.6,0.5,0,1.8,0.062,21,28,0.99352,3.44,0.55,12.3,6,6.60.501.80.06221280.993523.440.5512.36,1
6.6,0.52,0.04,2.2,0.069,8,15,0.9956,3.4,0.63,9.4,6,6.60.520.042.20.0698150.99563.40.639.46,1
6.6,0.52,0.08,2.4,0.07,13,26,0.99358,3.4,0.72,12.5,7,6.60.520.082.40.0713260.993583.40.7212.57,1
6.6,0.56,0.14,2.4,0.064,13,29,0.99397,3.42,0.62,11.7,7,6.60.560.142.40.06413290.993973.420.6211.77,1
6.6,0.57,0.02,2.1,0.115,6,16,0.99654,3.38,0.69,9.5,5,6.60.570.022.10.1156160.996543.380.699.55,1
6.6,0.58,0.02,2.4,0.069,19,40,0.99387,3.38,0.66,12.6,6,6.60.580.022.40.06919400.993873.380.6612.66,1
6.6,0.58,0.02,2,0.062,37,53,0.99374,3.35,0.76,11.6,7,6.60.580.0220.06237530.993743.350.7611.67,1
6.6,0.58,0,2.2,0.1,50,63,0.99544,3.59,0.68,11.4,6,6.60.5802.20.150630.995443.590.6811.46,1
6.6,0.61,0.01,1.9,0.08,8,25,0.99746,3.69,0.73,10.5,5,6.60.610.011.90.088250.997463.690.7310.55,2
6.6,0.61,0.01,1.9,0.08,8,25,0.99746,3.69,0.73,10.5,5,6.60.610.011.90.088250.997463.690.7310.55,2
6.6,0.61,0,1.6,0.069,4,8,0.99396,3.33,0.37,10.4,4,6.60.6101.60.069480.993963.330.3710.44,1
6.6,0.63,0,4.3,0.093,51,77.5,0.99558,3.2,0.45,9.5,5,6.60.6304.30.0935177.50.995583.20.459.55,2
6.6,0.63,0,4.3,0.093,51,77.5,0.99558,3.2,0.45,9.5,5,6.60.6304.30.0935177.50.995583.20.459.55,2
6.6,0.64,0.31,6.1,0.083,7,49,0.99718,3.35,0.68,10.3,5,6.60.640.316.10.0837490.997183.350.6810.35,1
6.6,0.66,0,3,0.115,21,31,0.99629,3.45,0.63,10.3,5,6.60.66030.11521310.996293.450.6310.35,1
6.6,0.695,0,2.1,0.075,12,56,0.9968,3.49,0.67,9.2,5,6.60.69502.10.07512560.99683.490.679.25,1
6.6,0.7,0.08,2.6,0.106,14,27,0.99665,3.44,0.58,10.2,5,6.60.70.082.60.10614270.996653.440.5810.25,1
6.6,0.705,0.07,1.6,0.076,6,15,0.9962,3.44,0.58,10.7,5,6.60.7050.071.60.0766150.99623.440.5810.75,1
6.6,0.725,0.09,5.5,0.117,9,17,0.99655,3.35,0.49,10.8,6,6.60.7250.095.50.1179170.996553.350.4910.86,2
6.6,0.725,0.09,5.5,0.117,9,17,0.99655,3.35,0.49,10.8,6,6.60.7250.095.50.1179170.996553.350.4910.86,2
6.6,0.725,0.2,7.8,0.073,29,79,0.9977,3.29,0.54,9.2,5,6.60.7250.27.80.07329790.99773.290.549.25,1
6.6,0.735,0.02,7.9,0.122,68,124,0.9994,3.47,0.53,9.9,5,6.60.7350.027.90.122681240.99943.470.539.95,2
6.6,0.735,0.02,7.9,0.122,68,124,0.9994,3.47,0.53,9.9,5,6.60.7350.027.90.122681240.99943.470.539.95,2
6.6,0.8,0.03,7.8,0.079,6,12,0.9963,3.52,0.5,12.2,5,6.60.80.037.80.0796120.99633.520.512.25,1
6.6,0.815,0.02,2.7,0.072,17,34,0.9955,3.58,0.89,12.3,7,6.60.8150.022.70.07217340.99553.580.8912.37,1
6.6,0.84,0.03,2.3,0.059,32,48,0.9952,3.52,0.56,12.3,7,6.60.840.032.30.05932480.99523.520.5612.37,2
6.6,0.84,0.03,2.3,0.059,32,48,0.9952,3.52,0.56,12.3,7,6.60.840.032.30.05932480.99523.520.5612.37,2
6.6,0.855,0.02,2.4,0.062,15,23,0.99627,3.54,0.6,11,6,6.60.8550.022.40.06215230.996273.540.6116,2
6.6,0.855,0.02,2.4,0.062,15,23,0.99627,3.54,0.6,11,6,6.60.8550.022.40.06215230.996273.540.6116,2
6.6,0.88,0.04,2.2,0.066,12,20,0.99636,3.53,0.56,9.9,5,6.60.880.042.20.06612200.996363.530.569.95,1
6.6,0.895,0.04,2.3,0.068,7,13,0.99582,3.53,0.58,10.8,6,6.60.8950.042.30.0687130.995823.530.5810.86,1
6.6,0.96,0,1.8,0.082,5,16,0.9936,3.5,0.44,11.9,6,6.60.9601.80.0825160.99363.50.4411.96,1
6.7,0.16,0.64,2.1,0.059,24,52,0.99494,3.34,0.71,11.2,6,6.70.160.642.10.05924520.994943.340.7111.26,1
6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,7,6.70.280.282.40.012361000.990643.260.3911.77,2
6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,7,6.70.280.282.40.012361000.990643.260.3911.77,2
6.7,0.32,0.44,2.4,0.061,24,34,0.99484,3.29,0.8,11.6,7,6.70.320.442.40.06124340.994843.290.811.67,1
6.7,0.41,0.43,2.8,0.076,22,54,0.99572,3.42,1.16,10.6,6,6.70.410.432.80.07622540.995723.421.1610.66,1
6.7,0.42,0.27,8.6,0.068,24,148,0.9948,3.16,0.57,11.3,6,6.70.420.278.60.068241480.99483.160.5711.36,1
6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,6,6.70.460.241.70.07718340.99483.390.610.66,4
6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,6,6.70.460.241.70.07718340.99483.390.610.66,4
6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,6,6.70.460.241.70.07718340.99483.390.610.66,4
6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,6,6.70.460.241.70.07718340.99483.390.610.66,4
6.7,0.48,0.02,2.2,0.08,36,111,0.99524,3.1,0.53,9.7,5,6.70.480.022.20.08361110.995243.10.539.75,1
6.7,0.48,0.08,2.1,0.064,18,34,0.99552,3.33,0.64,9.7,5,6.70.480.082.10.06418340.995523.330.649.75,1
6.7,0.54,0.13,2,0.076,15,36,0.9973,3.61,0.64,9.8,5,6.70.540.1320.07615360.99733.610.649.85,2
6.7,0.54,0.13,2,0.076,15,36,0.9973,3.61,0.64,9.8,5,6.70.540.1320.07615360.99733.610.649.85,2
6.7,0.56,0.09,2.9,0.079,7,22,0.99669,3.46,0.61,10.2,5,6.70.560.092.90.0797220.996693.460.6110.25,1
6.7,0.58,0.08,1.8,0.097,15,65,0.9959,3.28,0.54,9.2,5,6.70.580.081.80.09715650.99593.280.549.25,1
6.7,0.62,0.21,1.9,0.079,8,62,0.997,3.52,0.58,9.3,6,6.70.620.211.90.0798620.9973.520.589.36,1
6.7,0.64,0.23,2.1,0.08,11,119,0.99538,3.36,0.7,10.9,5,6.70.640.232.10.08111190.995383.360.710.95,2
6.7,0.64,0.23,2.1,0.08,11,119,0.99538,3.36,0.7,10.9,5,6.70.640.232.10.08111190.995383.360.710.95,2
6.7,0.67,0.02,1.9,0.061,26,42,0.99489,3.39,0.82,10.9,6,6.70.670.021.90.06126420.994893.390.8210.96,1
6.7,0.675,0.07,2.4,0.089,17,82,0.9958,3.35,0.54,10.1,5,6.70.6750.072.40.08917820.99583.350.5410.15,1
6.7,0.7,0.08,3.75,0.067,8,16,0.99334,3.43,0.52,12.6,5,6.70.70.083.750.0678160.993343.430.5212.65,1
6.7,0.75,0.01,2.4,0.078,17,32,0.9955,3.55,0.61,12.8,6,6.70.750.012.40.07817320.99553.550.6112.86,1
6.7,0.75,0.12,2,0.086,12,80,0.9958,3.38,0.52,10.1,5,6.70.750.1220.08612800.99583.380.5210.15,1
6.7,0.76,0.02,1.8,0.078,6,12,0.996,3.55,0.63,9.95,3,6.70.760.021.80.0786120.9963.550.639.953,1
6.7,0.855,0.02,1.9,0.064,29,38,0.99472,3.3,0.56,10.75,6,6.70.8550.021.90.06429380.994723.30.5610.756,1
6.7,0.86,0.07,2,0.1,20,57,0.99598,3.6,0.74,11.7,6,6.70.860.0720.120570.995983.60.7411.76,1
6.7,1.04,0.08,2.3,0.067,19,32,0.99648,3.52,0.57,11,4,6.71.040.082.30.06719320.996483.520.57114,1
6.8,0.36,0.32,1.8,0.067,4,8,0.9928,3.36,0.55,12.8,7,6.80.360.321.80.067480.99283.360.5512.87,2
6.8,0.36,0.32,1.8,0.067,4,8,0.9928,3.36,0.55,12.8,7,6.80.360.321.80.067480.99283.360.5512.87,2
6.8,0.41,0.31,8.8,0.084,26,45,0.99824,3.38,0.64,10.1,6,6.80.410.318.80.08426450.998243.380.6410.16,2
6.8,0.41,0.31,8.8,0.084,26,45,0.99824,3.38,0.64,10.1,6,6.80.410.318.80.08426450.998243.380.6410.16,2
6.8,0.47,0.08,2.2,0.064,18,38,0.99553,3.3,0.65,9.6,6,6.80.470.082.20.06418380.995533.30.659.66,1
6.8,0.48,0.08,1.8,0.074,40,64,0.99529,3.12,0.49,9.6,5,6.80.480.081.80.07440640.995293.120.499.65,1
6.8,0.48,0.25,2,0.076,29,61,0.9953,3.34,0.6,10.4,5,6.80.480.2520.07629610.99533.340.610.45,1
6.8,0.49,0.22,2.3,0.071,13,24,0.99438,3.41,0.83,11.3,6,6.80.490.222.30.07113240.994383.410.8311.36,1
6.8,0.5,0.11,1.5,0.075,16,49,0.99545,3.36,0.79,9.5,5,6.80.50.111.50.07516490.995453.360.799.55,1
6.8,0.51,0.01,2.1,0.074,9,25,0.9958,3.33,0.56,9.5,6,6.80.510.012.10.0749250.99583.330.569.56,1
6.8,0.56,0.03,1.7,0.084,18,35,0.9968,3.44,0.63,10,6,6.80.560.031.70.08418350.99683.440.63106,1
6.8,0.56,0.22,1.8,0.074,15,24,0.99438,3.4,0.82,11.2,6,6.80.560.221.80.07415240.994383.40.8211.26,2
6.8,0.56,0.22,1.8,0.074,15,24,0.99438,3.4,0.82,11.2,6,6.80.560.221.80.07415240.994383.40.8211.26,2
6.8,0.57,0,2.5,0.072,32,64,0.99491,3.43,0.56,11.2,6,6.80.5702.50.07232640.994913.430.5611.26,1
6.8,0.59,0.06,6,0.06,11,18,0.9962,3.41,0.59,10.8,7,6.80.590.0660.0611180.99623.410.5910.87,2
6.8,0.59,0.06,6,0.06,11,18,0.9962,3.41,0.59,10.8,7,6.80.590.0660.0611180.99623.410.5910.87,2
6.8,0.59,0.1,1.7,0.063,34,53,0.9958,3.41,0.67,9.7,5,6.80.590.11.70.06334530.99583.410.679.75,2
6.8,0.59,0.1,1.7,0.063,34,53,0.9958,3.41,0.67,9.7,5,6.80.590.11.70.06334530.99583.410.679.75,2
6.8,0.6,0.18,1.9,0.079,18,86,0.9968,3.59,0.57,9.3,6,6.80.60.181.90.07918860.99683.590.579.36,1
6.8,0.61,0.04,1.5,0.057,5,10,0.99525,3.42,0.6,9.5,5,6.80.610.041.50.0575100.995253.420.69.55,1
6.8,0.61,0.2,1.8,0.077,11,65,0.9971,3.54,0.58,9.3,5,6.80.610.21.80.07711650.99713.540.589.35,1
6.8,0.62,0.08,1.9,0.068,28,38,0.99651,3.42,0.82,9.5,6,6.80.620.081.90.06828380.996513.420.829.56,1
6.8,0.63,0.07,2.1,0.089,11,44,0.9953,3.47,0.55,10.4,6,6.80.630.072.10.08911440.99533.470.5510.46,1
6.8,0.63,0.12,3.8,0.099,16,126,0.9969,3.28,0.61,9.5,5,6.80.630.123.80.099161260.99693.280.619.55,1
6.8,0.64,0.03,2.3,0.075,14,31,0.99545,3.36,0.58,10.4,6,6.80.640.032.30.07514310.995453.360.5810.46,1
6.8,0.64,0.1,2.1,0.085,18,101,0.9956,3.34,0.52,10.2,5,6.80.640.12.10.085181010.99563.340.5210.25,1
6.8,0.64,0,2.7,0.123,15,33,0.99538,3.44,0.63,11.3,6,6.80.6402.70.12315330.995383.440.6311.36,2
6.8,0.64,0,2.7,0.123,15,33,0.99538,3.44,0.63,11.3,6,6.80.6402.70.12315330.995383.440.6311.36,2
6.8,0.65,0.02,2.1,0.078,8,15,0.99498,3.35,0.62,10.4,6,6.80.650.022.10.0788150.994983.350.6210.46,2
6.8,0.65,0.02,2.1,0.078,8,15,0.99498,3.35,0.62,10.4,6,6.80.650.022.10.0788150.994983.350.6210.46,2
6.8,0.66,0.07,1.6,0.07,16,61,0.99572,3.29,0.6,9.3,5,6.80.660.071.60.0716610.995723.290.69.35,1
6.8,0.67,0.02,1.8,0.05,5,11,0.9962,3.48,0.52,9.5,5,6.80.670.021.80.055110.99623.480.529.55,1
6.8,0.67,0.15,1.8,0.118,13,20,0.9954,3.42,0.67,11.3,6,6.80.670.151.80.11813200.99543.420.6711.36,1
6.8,0.67,0,1.9,0.08,22,39,0.99701,3.4,0.74,9.7,5,6.80.6701.90.0822390.997013.40.749.75,1
6.8,0.68,0.09,3.9,0.068,15,29,0.99524,3.41,0.52,11.1,4,6.80.680.093.90.06815290.995243.410.5211.14,1
6.8,0.68,0.21,2.1,0.07,9,23,0.99546,3.38,0.6,10.3,5,6.80.680.212.10.079230.995463.380.610.35,1
6.8,0.69,0,5.6,0.124,21,58,0.9997,3.46,0.72,10.2,5,6.80.6905.60.12421580.99973.460.7210.25,2
6.8,0.69,0,5.6,0.124,21,58,0.9997,3.46,0.72,10.2,5,6.80.6905.60.12421580.99973.460.7210.25,2
6.8,0.77,0,1.8,0.066,34,52,0.9976,3.62,0.68,9.9,5,6.80.7701.80.06634520.99763.620.689.95,1
6.8,0.775,0,3,0.102,8,23,0.9965,3.45,0.56,10.7,5,6.80.775030.1028230.99653.450.5610.75,1
6.8,0.785,0,2.4,0.104,14,30,0.9966,3.52,0.55,10.7,6,6.80.78502.40.10414300.99663.520.5510.76,1
6.8,0.81,0.05,2,0.07,6,14,0.99562,3.51,0.66,10.8,6,6.80.810.0520.076140.995623.510.6610.86,1
6.8,0.815,0,1.2,0.267,16,29,0.99471,3.32,0.51,9.8,3,6.80.81501.20.26716290.994713.320.519.83,1
6.8,0.83,0.09,1.8,0.074,4,25,0.99534,3.38,0.45,9.6,5,6.80.830.091.80.0744250.995343.380.459.65,1
6.8,0.91,0.06,2,0.06,4,11,0.99592,3.53,0.64,10.9,4,6.80.910.0620.064110.995923.530.6410.94,1
6.8,0.915,0.29,4.8,0.07,15,39,0.99577,3.53,0.54,11.1,5,6.80.9150.294.80.0715390.995773.530.5411.15,1
6.9,0.36,0.25,2.4,0.098,5,16,0.9964,3.41,0.6,10.1,6,6.90.360.252.40.0985160.99643.410.610.16,1
6.9,0.39,0.24,2.1,0.102,4,7,0.99462,3.44,0.58,11.4,4,6.90.390.242.10.102470.994623.440.5811.44,1
6.9,0.4,0.14,2.4,0.085,21,40,0.9968,3.43,0.63,9.7,6,6.90.40.142.40.08521400.99683.430.639.76,1
6.9,0.4,0.24,2.5,0.083,30,45,0.9959,3.26,0.58,10,5,6.90.40.242.50.08330450.99593.260.58105,1
6.9,0.41,0.31,2,0.079,21,51,0.99668,3.47,0.55,9.5,6,6.90.410.3120.07921510.996683.470.559.56,1
6.9,0.41,0.33,2.2,0.081,22,36,0.9949,3.41,0.75,11.1,6,6.90.410.332.20.08122360.99493.410.7511.16,1
6.9,0.44,0,1.4,0.07,32,38,0.99438,3.32,0.58,11.4,6,6.90.4401.40.0732380.994383.320.5811.46,1
6.9,0.45,0.11,2.4,0.043,6,12,0.99354,3.3,0.65,11.4,6,6.90.450.112.40.0436120.993543.30.6511.46,1
6.9,0.48,0.2,1.9,0.082,9,23,0.99585,3.39,0.43,9.05,4,6.90.480.21.90.0829230.995853.390.439.054,1
6.9,0.49,0.1,2.3,0.074,12,30,0.9959,3.42,0.58,10.2,6,6.90.490.12.30.07412300.99593.420.5810.26,1
6.9,0.49,0.19,1.7,0.079,13,26,0.99547,3.38,0.64,9.8,6,6.90.490.191.70.07913260.995473.380.649.86,1
6.9,0.5,0.04,1.5,0.085,19,49,0.9958,3.35,0.78,9.5,5,6.90.50.041.50.08519490.99583.350.789.55,1
6.9,0.51,0.23,2,0.072,13,22,0.99438,3.4,0.84,11.2,6,6.90.510.2320.07213220.994383.40.8411.26,1
6.9,0.52,0.25,2.6,0.081,10,37,0.99685,3.46,0.5,11,5,6.90.520.252.60.08110370.996853.460.5115,2
6.9,0.52,0.25,2.6,0.081,10,37,0.99685,3.46,0.5,11,5,6.90.520.252.60.08110370.996853.460.5115,2
6.9,0.54,0.04,3,0.077,7,27,0.9987,3.69,0.91,9.4,6,6.90.540.0430.0777270.99873.690.919.46,2
6.9,0.54,0.04,3,0.077,7,27,0.9987,3.69,0.91,9.4,6,6.90.540.0430.0777270.99873.690.919.46,2
6.9,0.54,0.3,2.2,0.088,9,105,0.99725,3.25,1.18,10.5,6,6.90.540.32.20.08891050.997253.251.1810.56,1
6.9,0.55,0.15,2.2,0.076,19,40,0.9961,3.41,0.59,10.1,5,6.90.550.152.20.07619400.99613.410.5910.15,1
6.9,0.56,0.03,1.5,0.086,36,46,0.99522,3.53,0.57,10.6,5,6.90.560.031.50.08636460.995223.530.5710.65,1
6.9,0.57,0,2.8,0.081,21,41,0.99518,3.41,0.52,10.8,5,6.90.5702.80.08121410.995183.410.5210.85,1
6.9,0.58,0.01,1.9,0.08,40,54,0.99683,3.4,0.73,9.7,5,6.90.580.011.90.0840540.996833.40.739.75,1
6.9,0.58,0.2,1.75,0.058,8,22,0.99322,3.38,0.49,11.7,5,6.90.580.21.750.0588220.993223.380.4911.75,1
6.9,0.605,0.12,10.7,0.073,40,83,0.9993,3.45,0.52,9.4,6,6.90.6050.1210.70.07340830.99933.450.529.46,1
6.9,0.63,0.01,2.4,0.076,14,39,0.99522,3.34,0.53,10.8,6,6.90.630.012.40.07614390.995223.340.5310.86,1
6.9,0.63,0.02,1.9,0.078,18,30,0.99712,3.4,0.75,9.8,5,6.90.630.021.90.07818300.997123.40.759.85,2
6.9,0.63,0.02,1.9,0.078,18,30,0.99712,3.4,0.75,9.8,5,6.90.630.021.90.07818300.997123.40.759.85,2
6.9,0.63,0.33,6.7,0.235,66,115,0.99787,3.22,0.56,9.5,5,6.90.630.336.70.235661150.997873.220.569.55,1
6.9,0.635,0.17,2.4,0.241,6,18,0.9961,3.4,0.59,10.3,6,6.90.6350.172.40.2416180.99613.40.5910.36,1
6.9,0.67,0.06,2.1,0.08,8,33,0.99845,3.68,0.71,9.6,5,6.90.670.062.10.088330.998453.680.719.65,1
6.9,0.685,0,2.5,0.105,22,37,0.9966,3.46,0.57,10.6,6,6.90.68502.50.10522370.99663.460.5710.66,1
6.9,0.74,0.03,2.3,0.054,7,16,0.99508,3.45,0.63,11.5,6,6.90.740.032.30.0547160.995083.450.6311.56,2
6.9,0.74,0.03,2.3,0.054,7,16,0.99508,3.45,0.63,11.5,6,6.90.740.032.30.0547160.995083.450.6311.56,2
6.9,0.765,0.02,2.3,0.063,35,63,0.9975,3.57,0.78,9.9,5,6.90.7650.022.30.06335630.99753.570.789.95,1
6.9,0.765,0.18,2.4,0.243,5.5,48,0.99612,3.4,0.6,10.3,6,6.90.7650.182.40.2435.5480.996123.40.610.36,1
6.9,0.84,0.21,4.1,0.074,16,65,0.99842,3.53,0.72,9.233333333,6,6.90.840.214.10.07416650.998423.530.729.233333333333336,1
6.9,0.84,0.21,4.1,0.074,16,65,0.99842,3.53,0.72,9.25,6,6.90.840.214.10.07416650.998423.530.729.256,1
6.9,1.09,0.06,2.1,0.061,12,31,0.9948,3.51,0.43,11.4,4,6.91.090.062.10.06112310.99483.510.4311.44,1
6,0.31,0.47,3.6,0.067,18,42,0.99549,3.39,0.66,11,6,60.310.473.60.06718420.995493.390.66116,1
6,0.33,0.32,12.9,0.054,6,113,0.99572,3.3,0.56,11.5,4,60.330.3212.90.05461130.995723.30.5611.54,1
6,0.42,0.19,2,0.075,22,47,0.99522,3.39,0.78,10,6,60.420.1920.07522470.995223.390.78106,1
6,0.49,0,2.3,0.068,15,33,0.99292,3.58,0.59,12.5,6,60.4902.30.06815330.992923.580.5912.56,1
6,0.5,0.04,2.2,0.092,13,26,0.99647,3.46,0.47,10,5,60.50.042.20.09213260.996473.460.47105,1
6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5,5,60.501.40.05715260.994483.360.459.55,3
6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5,5,60.501.40.05715260.994483.360.459.55,3
6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5,5,60.501.40.05715260.994483.360.459.55,3
6,0.51,0,2.1,0.064,40,54,0.995,3.54,0.93,10.7,6,60.5102.10.06440540.9953.540.9310.76,2
6,0.51,0,2.1,0.064,40,54,0.995,3.54,0.93,10.7,6,60.5102.10.06440540.9953.540.9310.76,2
6,0.54,0.06,1.8,0.05,38,89,0.99236,3.3,0.5,10.55,6,60.540.061.80.0538890.992363.30.510.556,1
6,0.58,0.2,2.4,0.075,15,50,0.99467,3.58,0.67,12.5,6,60.580.22.40.07515500.994673.580.6712.56,1
6,0.64,0.05,1.9,0.066,9,17,0.99496,3.52,0.78,10.6,5,60.640.051.90.0669170.994963.520.7810.65,1
7.1,0.16,0.44,2.5,0.068,17,31,0.99328,3.35,0.54,12.4,6,7.10.160.442.50.06817310.993283.350.5412.46,1
7.1,0.22,0.49,1.8,0.039,8,18,0.99344,3.39,0.56,12.4,6,7.10.220.491.80.0398180.993443.390.5612.46,1
7.1,0.27,0.6,2.1,0.074,17,25,0.99814,3.38,0.72,10.6,6,7.10.270.62.10.07417250.998143.380.7210.66,1
7.1,0.31,0.3,2.2,0.053,36,127,0.9965,2.94,1.62,9.5,5,7.10.310.32.20.053361270.99652.941.629.55,1
7.1,0.34,0.28,2,0.082,31,68,0.99694,3.45,0.48,9.4,5,7.10.340.2820.08231680.996943.450.489.45,2
7.1,0.34,0.28,2,0.082,31,68,0.99694,3.45,0.48,9.4,5,7.10.340.2820.08231680.996943.450.489.45,2
7.1,0.35,0.29,2.5,0.096,20,53,0.9962,3.42,0.65,11,6,7.10.350.292.50.09620530.99623.420.65116,1
7.1,0.36,0.3,1.6,0.08,35,70,0.99693,3.44,0.5,9.4,5,7.10.360.31.60.0835700.996933.440.59.45,1
7.1,0.39,0.12,2.1,0.065,14,24,0.99252,3.3,0.53,13.3,6,7.10.390.122.10.06514240.992523.30.5313.36,1
7.1,0.43,0.17,1.8,0.082,27,51,0.99634,3.49,0.64,10.4,5,7.10.430.171.80.08227510.996343.490.6410.45,2
7.1,0.43,0.17,1.8,0.082,27,51,0.99634,3.49,0.64,10.4,5,7.10.430.171.80.08227510.996343.490.6410.45,2
7.1,0.43,0.42,5.5,0.071,28,128,0.9973,3.42,0.71,10.5,5,7.10.430.425.50.071281280.99733.420.7110.55,2
7.1,0.43,0.42,5.5,0.071,28,128,0.9973,3.42,0.71,10.5,5,7.10.430.425.50.071281280.99733.420.7110.55,2
7.1,0.43,0.42,5.5,0.07,29,129,0.9973,3.42,0.72,10.5,5,7.10.430.425.50.07291290.99733.420.7210.55,2
7.1,0.43,0.42,5.5,0.07,29,129,0.9973,3.42,0.72,10.5,5,7.10.430.425.50.07291290.99733.420.7210.55,2
7.1,0.46,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7,5,7.10.460.142.80.07615370.996243.360.4910.75,2
7.1,0.46,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7,5,7.10.460.142.80.07615370.996243.360.4910.75,2
7.1,0.46,0.2,1.9,0.077,28,54,0.9956,3.37,0.64,10.4,6,7.10.460.21.90.07728540.99563.370.6410.46,2
7.1,0.46,0.2,1.9,0.077,28,54,0.9956,3.37,0.64,10.4,6,7.10.460.21.90.07728540.99563.370.6410.46,2
7.1,0.47,0,2.2,0.067,7,14,0.99517,3.4,0.58,10.9,4,7.10.4702.20.0677140.995173.40.5810.94,1
7.1,0.48,0.28,2.8,0.068,6,16,0.99682,3.24,0.53,10.3,5,7.10.480.282.80.0686160.996823.240.5310.35,1
7.1,0.52,0.03,2.6,0.076,21,92,0.99745,3.5,0.6,9.8,5,7.10.520.032.60.07621920.997453.50.69.85,1
7.1,0.53,0.07,1.7,0.071,15,24,0.9951,3.29,0.66,10.8,6,7.10.530.071.70.07115240.99513.290.6610.86,1
7.1,0.56,0.14,1.6,0.078,7,18,0.99592,3.27,0.62,9.3,5,7.10.560.141.60.0787180.995923.270.629.35,1
7.1,0.59,0.01,2.3,0.08,27,43,0.9955,3.42,0.58,10.7,6,7.10.590.012.30.0827430.99553.420.5810.76,2
7.1,0.59,0.01,2.3,0.08,27,43,0.9955,3.42,0.58,10.7,6,7.10.590.012.30.0827430.99553.420.5810.76,2
7.1,0.59,0.01,2.5,0.077,20,85,0.99746,3.55,0.59,9.8,5,7.10.590.012.50.07720850.997463.550.599.85,1
7.1,0.59,0.02,2.3,0.082,24,94,0.99744,3.55,0.53,9.7,6,7.10.590.022.30.08224940.997443.550.539.76,2
7.1,0.59,0.02,2.3,0.082,24,94,0.99744,3.55,0.53,9.7,6,7.10.590.022.30.08224940.997443.550.539.76,2
7.1,0.59,0,2.1,0.091,9,14,0.99488,3.42,0.55,11.5,7,7.10.5902.10.0919140.994883.420.5511.57,1
7.1,0.59,0,2.2,0.078,26,44,0.99522,3.42,0.68,10.8,6,7.10.5902.20.07826440.995223.420.6810.86,1
